,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,rules,regulationMark,url,holofoil_price,reverse_holofoil_price
10,sm12-1,Venusaur & Snivy-GX,Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,['Grass'],,"[{'name': 'Shining Vine', 'text': ""Once during your turn, if this Pokémon is your Active Pokémon, when you attach a Grass Energy card from your hand to it, you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon."", 'type': 'Ability'}]","[{'name': 'Forest Dump', 'cost': ['Grass', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '160', 'text': ''}, {'name': 'Solar Plant-GX', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""This attack does 50 damage to each of your opponent's Pokémon. If this Pokémon has at least 2 extra Energy attached to it (in addition to this attack's cost), heal all damage from all of your Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'sm12', 'name': 'Cosmic Eclipse', 'series': 'Sun & Moon', 'printedTotal': 236, 'total': 272, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CEC', 'releaseDate': '2019/11/01', 'updatedAt': '2021/09/01 05:37:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm12/symbol.png', 'logo': 'https://images.pokemontcg.io/sm12/logo.png'}}",1,Mitsuhiro Arita,Rare Holo GX,,"[3, 495]","{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm12/1.png', 'large': 'https://images.pokemontcg.io/sm12/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm12-1', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 5.0, 'mid': 15.32, 'high': 20.99, 'market': 7.58, 'directLow': 19.69}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm12-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 7.26, 'lowPrice': 2.0, 'trendPrice': 6.79, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 4.68, 'lowPriceExPlus': 4.48, 'avg1': 5.9, 'avg7': 6.09, 'avg30': 6.99, 'reverseHoloAvg1': 3.99, 'reverseHoloAvg7': 4.5, 'reverseHoloAvg30': 4.7}}",['Servine'],"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,,,
11,si1-1,Mew,Pokémon,['Basic'],,30,['Psychic'],,,"[{'name': 'Rainbow Wave', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Choose a type of Energy other than Colorless attached to Mew. This attack does 20 damage to each of your opponent's Pokémon of that type (including Benched Pokémon). Don't apply Weakness and Resistance.""}]","[{'type': 'Psychic', 'value': '×2'}]",,,,"{'id': 'si1', 'name': 'Southern Islands', 'series': 'Other', 'printedTotal': 18, 'total': 18, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2001/07/31', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/si1/symbol.png', 'logo': 'https://images.pokemontcg.io/si1/logo.png'}}",1,Keiko Fukuyama,,This Pokémon's body is covered by fine hairs that can be seen only under a microscope.,[151],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/si1/1.png', 'large': 'https://images.pokemontcg.io/si1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/si1-1', 'updatedAt': '2024/12/09', 'prices': {'reverseHolofoil': {'low': 64.4, 'mid': 134.99, 'high': 150.34, 'market': 128.4, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/si1-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 78.7, 'lowPrice': 20.0, 'trendPrice': 80.81, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 72.02, 'lowPriceExPlus': 77.5, 'avg1': 39.0, 'avg7': 84.72, 'avg30': 76.33, 'reverseHoloAvg1': 30.0, 'reverseHoloAvg7': 64.85, 'reverseHoloAvg30': 41.17}}",,,,,,
12,sm3-1,Caterpie,Pokémon,['Basic'],,50,['Grass'],,,"[{'name': 'Surprise Attack', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip a coin. If tails, this attack does nothing.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'sm3', 'name': 'Burning Shadows', 'series': 'Sun & Moon', 'printedTotal': 147, 'total': 177, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BUS', 'releaseDate': '2017/08/05', 'updatedAt': '2022/10/11 21:39:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm3/symbol.png', 'logo': 'https://images.pokemontcg.io/sm3/logo.png'}}",1,Sekio,Common,"When attacked by bird Pokémon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey.",[10],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm3/1.png', 'large': 'https://images.pokemontcg.io/sm3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm3-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.01, 'mid': 0.11, 'high': 1.31, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.28, 'high': 3.75, 'market': 0.24, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm3-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.23, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.25, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.1, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.24, 'reverseHoloAvg30': 0.19}}",['Metapod'],,,,,
13,pop7-1,Ampharos,Pokémon,['Stage 2'],52,130,['Lightning'],Flaaffy,"[{'name': 'Jamming', 'text': ""After your opponent plays a Supporter card from his or her hand, put 1 damage counter on each of your opponent's Pokémon. You can't use more than 1 Jamming Poké-Body each turn."", 'type': 'Poké-Body'}]","[{'name': 'Cluster Bolt', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokémon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Fighting', 'value': '+30'}]","[{'type': 'Metal', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pop7', 'name': 'POP Series 7', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2008/03/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop7/symbol.png', 'logo': 'https://images.pokemontcg.io/pop7/logo.png'}}",1,Kouki Saitou,Rare,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail's light.",[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop7/1.png', 'large': 'https://images.pokemontcg.io/pop7/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop7-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 2.0, 'mid': 4.74, 'high': 7.73, 'market': 6.49, 'directLow': None}, 'holofoil': {'low': 3.0, 'mid': 9.47, 'high': 11.23, 'market': 9.74, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop7-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 4.46, 'lowPrice': 1.89, 'trendPrice': 5.65, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 4.07, 'lowPriceExPlus': 6.5, 'avg1': 1.89, 'avg7': 5.88, 'avg30': 5.9, 'reverseHoloAvg1': 2.25, 'reverseHoloAvg7': 2.52, 'reverseHoloAvg30': 2.96}}",,,,,,
14,bw1-2,Snivy,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Leaf Blade', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 30 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'bw1', 'name': 'Black & White', 'series': 'Black & White', 'printedTotal': 114, 'total': 115, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BLW', 'releaseDate': '2011/04/25', 'updatedAt': '2018/11/29 19:56:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw1/symbol.png', 'logo': 'https://images.pokemontcg.io/bw1/logo.png'}}",2,5ban Graphics,Common,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",[495],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw1/2.png', 'large': 'https://images.pokemontcg.io/bw1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw1-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.1, 'mid': 0.25, 'high': 1.97, 'market': 0.27, 'directLow': None}, 'reverseHolofoil': {'low': 0.64, 'mid': 1.19, 'high': 3.49, 'market': 1.31, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw1-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.15, 'lowPrice': 0.02, 'trendPrice': 0.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.42, 'reverseHoloLow': 0.15, 'reverseHoloTrend': 1.41, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.16, 'avg30': 0.15, 'reverseHoloAvg1': 1.75, 'reverseHoloAvg7': 1.42, 'reverseHoloAvg30': 0.94}}",['Servine'],,,,,
15,base4-3,Chansey,Pokémon,['Basic'],55,120,['Colorless'],,,"[{'name': 'Scrunch', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. (Any other effects of attacks still happen.)""}, {'name': 'Double-edge', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '80', 'text': 'Chansey does 80 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-30'}]",['Colorless'],1.0,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",3,Ken Sugimori,Rare Holo,A rare and elusive Pokémon that is said to bring happiness to those who manage to catch it.,[113],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/3.png', 'large': 'https://images.pokemontcg.io/base4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 6.93, 'mid': 11.0, 'high': 29.99, 'market': 10.97, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 8.97, 'lowPrice': 2.9, 'trendPrice': 9.61, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 9.69, 'lowPriceExPlus': 9.0, 'avg1': 6.17, 'avg7': 7.11, 'avg30': 9.29, 'reverseHoloAvg1': 15.0, 'reverseHoloAvg7': 10.73, 'reverseHoloAvg30': 10.31}}",['Blissey'],,,https://prices.pokemontcg.io/tcgplayer/base4-3,10.97,
16,hgss4-3,Celebi,Pokémon,['Basic'],,70,['Psychic'],,,"[{'name': 'Future Sight', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.""}, {'name': 'Leaf Bind', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Psychic', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'hgss4', 'name': 'HS—Triumphant', 'series': 'HeartGold & SoulSilver', 'printedTotal': 102, 'total': 103, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TM', 'releaseDate': '2010/11/03', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss4/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss4/logo.png'}}",3,Shin Nagasawa,Rare Holo,This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.,[251],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss4/3.png', 'large': 'https://images.pokemontcg.io/hgss4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss4-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 2.99, 'mid': 4.99, 'high': 13.75, 'market': 4.65, 'directLow': None}, 'reverseHolofoil': {'low': 2.42, 'mid': 5.3, 'high': 10.0, 'market': 2.18, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.72, 'lowPrice': 0.49, 'trendPrice': 2.83, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 4.97, 'reverseHoloLow': 0.8, 'reverseHoloTrend': 4.36, 'lowPriceExPlus': 0.99, 'avg1': 4.0, 'avg7': 3.29, 'avg30': 2.56, 'reverseHoloAvg1': 0.8, 'reverseHoloAvg7': 4.43, 'reverseHoloAvg30': 3.5}}",,,,,,
17,ex7-3,Dark Crobat,Pokémon,['Stage 2'],,90,"['Grass', 'Darkness']",Dark Golbat,"[{'name': 'Black Beam', 'text': ""Once during your turn (before your attack), if Dark Crobat is your Active Pokémon, you may choose 1 of the Defending Pokémon. That Pokémon is now Poisoned. This power can't be used if Dark Crobat is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Dark Drain', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Remove from Dark Crobat a number of damage counters equal to the number of your opponent's Pokémon in play.""}, {'name': 'Skill Dive', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]",['Colorless'],1.0,"{'id': 'ex7', 'name': 'Team Rocket Returns', 'series': 'EX', 'printedTotal': 109, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TRR', 'releaseDate': '2004/11/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex7/symbol.png', 'logo': 'https://images.pokemontcg.io/ex7/logo.png'}}",3,Kyoko Koizumi,Rare Holo,,[169],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex7/3.png', 'large': 'https://images.pokemontcg.io/ex7/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex7-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 12.0, 'mid': 12.0, 'high': 12.0, 'market': 2.8, 'directLow': None}, 'holofoil': {'low': 13.73, 'mid': 20.71, 'high': 29.99, 'market': 19.06, 'directLow': None}, 'reverseHolofoil': {'low': 17.0, 'mid': 17.77, 'high': 39.99, 'market': 25.77, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex7-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 10.5, 'lowPrice': 3.0, 'trendPrice': 7.65, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 16.0, 'reverseHoloLow': 8.0, 'reverseHoloTrend': 20.85, 'lowPriceExPlus': 8.0, 'avg1': 16.5, 'avg7': 8.81, 'avg30': 11.53, 'reverseHoloAvg1': 15.99, 'reverseHoloAvg7': 13.74, 'reverseHoloAvg30': 16.73}}",,['This Pokémon is both Grass Darkness type.'],,https://prices.pokemontcg.io/tcgplayer/ex7-3,19.06,25.77
18,swsh35-2,Weedle,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Call for Family', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'swsh35', 'name': ""Champion's Path"", 'series': 'Sword & Shield', 'printedTotal': 73, 'total': 80, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CPA', 'releaseDate': '2020/09/25', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh35/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh35/logo.png'}}",2,Yuka Morii,Common,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.,[13],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/2.png', 'large': 'https://images.pokemontcg.io/swsh35/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh35-2', 'updatedAt': '2024/12/09', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 3.95, 'market': 0.22, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 3.95, 'market': 0.07, 'directLow': 0.07}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh35-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.06, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.27, 'reverseHoloLow': 0.04, 'reverseHoloTrend': 0.27, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.05, 'avg30': 0.05, 'reverseHoloAvg1': 0.22, 'reverseHoloAvg7': 0.27, 'reverseHoloAvg30': 0.26}}",['Kakuna'],,D,,,
19,xy2-3,Butterfree,Pokémon,['Stage 2'],,130,['Grass'],Metapod,,"[{'name': 'Quiver Dance', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for a basic Energy card and attach it to this Pokémon. Shuffle your deck afterward. If you attached Energy in this way, heal 40 damage from this Pokémon.'}, {'name': 'Gust', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'xy2', 'name': 'Flashfire', 'series': 'XY', 'printedTotal': 106, 'total': 110, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLF', 'releaseDate': '2014/05/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy2/symbol.png', 'logo': 'https://images.pokemontcg.io/xy2/logo.png'}}",3,sui,Rare,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.,[12],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy2/3.png', 'large': 'https://images.pokemontcg.io/xy2/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy2-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.2, 'mid': 0.5, 'high': 2.02, 'market': 0.58, 'directLow': None}, 'reverseHolofoil': {'low': 0.45, 'mid': 0.72, 'high': 3.49, 'market': 0.73, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy2-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.18, 'lowPrice': 0.1, 'trendPrice': 0.77, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.25, 'reverseHoloTrend': 0.88, 'lowPriceExPlus': 0.1, 'avg1': 0.1, 'avg7': 0.98, 'avg30': 0.67, 'reverseHoloAvg1': 1.5, 'reverseHoloAvg7': 1.21, 'reverseHoloAvg30': 1.62}}",,,,,,
20,sm9-3,Weedle,Pokémon,['Basic'],,50,['Grass'],,,"[{'name': 'Reckless Charge', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'This Pokémon does 10 damage to itself.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'sm9', 'name': 'Team Up', 'series': 'Sun & Moon', 'printedTotal': 181, 'total': 198, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'TEU', 'releaseDate': '2019/02/01', 'updatedAt': '2021/09/01 05:37:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm9/symbol.png', 'logo': 'https://images.pokemontcg.io/sm9/logo.png'}}",3,SATOSHI NAKAI,Common,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",[13],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm9/3.png', 'large': 'https://images.pokemontcg.io/sm9/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm9-3', 'updatedAt': '2024/12/09', 'prices': {'reverseHolofoil': {'low': 0.1, 'mid': 0.3, 'high': 1.24, 'market': 0.26, 'directLow': None}, 'normal': {'low': 0.04, 'mid': 0.2, 'high': 1.39, 'market': 0.13, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm9-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.11, 'lowPrice': 0.02, 'trendPrice': 0.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.35, 'reverseHoloLow': 0.08, 'reverseHoloTrend': 0.33, 'lowPriceExPlus': 0.02, 'avg1': 0.29, 'avg7': 0.11, 'avg30': 0.11, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.35, 'reverseHoloAvg30': 0.32}}",['Kakuna'],,,,,
21,sm1-2,Metapod,Pokémon,['Stage 1'],,80,['Grass'],Caterpie,,"[{'name': 'Iron Defense', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Flip a coin. If heads, prevent all damage done to this Pokémon by attacks during your opponent's next turn.""}, {'name': 'Bug Bite', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'sm1', 'name': 'Sun & Moon', 'series': 'Sun & Moon', 'printedTotal': 149, 'total': 173, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SUM', 'releaseDate': '2017/02/03', 'updatedAt': '2019/04/10 19:59:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm1/symbol.png', 'logo': 'https://images.pokemontcg.io/sm1/logo.png'}}",2,Yuka Morii,Uncommon,Its shell is filled with its soft innards. It doesn't move much because of the risk it might carelessly spill its innards out.,[11],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm1/2.png', 'large': 'https://images.pokemontcg.io/sm1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm1-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.01, 'mid': 0.14, 'high': 1.09, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.06, 'mid': 0.25, 'high': 1.52, 'market': 0.22, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm1-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.14, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.34, 'reverseHoloLow': 0.03, 'reverseHoloTrend': 0.36, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.16, 'avg30': 0.14, 'reverseHoloAvg1': 0.3, 'reverseHoloAvg7': 0.34, 'reverseHoloAvg30': 0.33}}",['Butterfree'],,,,,
22,mcd19-3,Magmar,Pokémon,['Basic'],,80,['Fire'],,,"[{'cost': ['Fire'], 'name': 'Controlled Burn', 'text': ""Discard the top card of your opponent's deck."", 'damage': '', 'convertedEnergyCost': 1}, {'cost': ['Fire', 'Fire', 'Colorless'], 'name': 'Flamethrower', 'text': 'Discard an Energy from this Pokémon.', 'damage': '80', 'convertedEnergyCost': 3}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'mcd19', 'name': ""McDonald's Collection 2019"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2019/10/15', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd19/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd19/logo.png'}}",3,Yumi,,"When angered, it spouts brilliant fire from all over its body. It doesn't calm down until its opponent has burned to ash.",[126],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/mcd19/3.png', 'large': 'https://images.pokemontcg.io/mcd19/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd19-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 1.81, 'mid': 4.62, 'high': 10.0, 'market': 5.03, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/mcd19-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 2.63, 'lowPrice': 0.04, 'trendPrice': 2.97, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.63, 'lowPriceExPlus': 0.45, 'avg1': 1.0, 'avg7': 2.55, 'avg30': 1.71, 'reverseHoloAvg1': 2.5, 'reverseHoloAvg7': 2.86, 'reverseHoloAvg30': 1.69}}",['Magmortar'],,,,,
